STATE/UT,YEAR,CRIME HEAD,Grand Total
A & N Islands,2010,Thefts,21
A & N Islands,2010,Extortion,0
A & N Islands,2010,Riots,0
A & N Islands,2010,Arson,0
A & N Islands,2010,Criminal Breach Of Trust,0
A & N Islands,2010,Cheating,2
A & N Islands,2010,Counter Feiting,0
A & N Islands,2010,Dowry Deaths,0
A & N Islands,2010,Molestation,0
A & N Islands,2010,Eve-Teasing,0
A & N Islands,2010,Cruelty By Husband Or Relative Of Husband,0
A & N Islands,2010,Other Ipc Crimes,14
A & N Islands,2011,Murder,26
A & N Islands,2011,Attempt To Commit Murder,0
A & N Islands,2011,C.H. Not Amounting To Murder,0
A & N Islands,2011,Rape,11
A & N Islands,2011,Kidnapping And Abduction,0
A & N Islands,2011,Dacoity,0
A & N Islands,2011,Prep. And Assembly For Dacoity,0
A & N Islands,2011,Robbery,0
A & N Islands,2011,Burglary,0
A & N Islands,2011,Thefts,15
A & N Islands,2011,Extortion,0
A & N Islands,2011,Riots,0
A & N Islands,2011,Arson,0
A & N Islands,2011,Criminal Breach Of Trust,0
A & N Islands,2011,Cheating,0
A & N Islands,2011,Counter Feiting,0
A & N Islands,2011,Dowry Deaths,0
A & N Islands,2011,Molestation,0
A & N Islands,2011,Eve-Teasing,0
A & N Islands,2011,Cruelty By Husband Or Relative Of Husband,0
A & N Islands,2011,Other Ipc Crimes,47
A & N Islands,2012,Murder,28
A & N Islands,2012,Attempt To Commit Murder,8
A & N Islands,2012,C.H. Not Amounting To Murder,0
A & N Islands,2012,Rape,7
A & N Islands,2012,Kidnapping And Abduction,0
A & N Islands,2012,Dacoity,0
A & N Islands,2012,Prep. And Assembly For Dacoity,0
A & N Islands,2012,Robbery,0
A & N Islands,2012,Burglary,0
A & N Islands,2012,Thefts,11
A & N Islands,2012,Extortion,0
A & N Islands,2012,Riots,0
A & N Islands,2012,Arson,0
A & N Islands,2012,Criminal Breach Of Trust,0
A & N Islands,2012,Cheating,0
A & N Islands,2012,Counter Feiting,0
A & N Islands,2012,Dowry Deaths,0
A & N Islands,2012,Molestation,0
A & N Islands,2012,Eve-Teasing,0
A & N Islands,2012,Cruelty By Husband Or Relative Of Husband,0
A & N Islands,2012,Other Ipc Crimes,27
Chandigarh,2001,Murder,52
Chandigarh,2001,Attempt To Commit Murder,23
Chandigarh,2001,C.H. Not Amounting To Murder,11
Chandigarh,2001,Rape,17
Chandigarh,2001,Kidnapping And Abduction,11
Chandigarh,2001,Dacoity,7
Chandigarh,2001,Prep. And Assembly For Dacoity,7
Chandigarh,2001,Robbery,0
Chandigarh,2001,Burglary,8
Chandigarh,2001,Thefts,77
Chandigarh,2001,Extortion,0
Chandigarh,2001,Riots,17
Chandigarh,2001,Arson,0
Chandigarh,2001,Criminal Breach Of Trust,6
Chandigarh,2001,Cheating,10
Chandigarh,2001,Counter Feiting,0
Chandigarh,2001,Dowry Deaths,10
Chandigarh,2001,Molestation,8
Chandigarh,2001,Eve-Teasing,0
Chandigarh,2001,Cruelty By Husband Or Relative Of Husband,0
Chandigarh,2001,Other Ipc Crimes,0
Chandigarh,2002,Murder,57
Chandigarh,2002,Attempt To Commit Murder,16
Chandigarh,2002,C.H. Not Amounting To Murder,3
Chandigarh,2002,Rape,20
Chandigarh,2002,Kidnapping And Abduction,6
Chandigarh,2002,Dacoity,10
Chandigarh,2002,Prep. And Assembly For Dacoity,3
Chandigarh,2002,Robbery,8
Chandigarh,2002,Burglary,5
Chandigarh,2002,Thefts,91
Chandigarh,2002,Extortion,4
Chandigarh,2002,Riots,8
Chandigarh,2002,Arson,0
Chandigarh,2002,Criminal Breach Of Trust,11
Chandigarh,2002,Cheating,0
Chandigarh,2002,Counter Feiting,0
Chandigarh,2002,Dowry Deaths,10
Chandigarh,2002,Molestation,3
Chandigarh,2002,Eve-Teasing,3
Chandigarh,2002,Cruelty By Husband Or Relative Of Husband,8
Chandigarh,2002,Other Ipc Crimes,17
Chandigarh,2003,Murder,37
Chandigarh,2003,Attempt To Commit Murder,16
Chandigarh,2003,C.H. Not Amounting To Murder,13
Chandigarh,2003,Rape,21
Chandigarh,2003,Kidnapping And Abduction,17
Chandigarh,2003,Dacoity,20
Chandigarh,2003,Prep. And Assembly For Dacoity,12
Chandigarh,2003,Robbery,17
Chandigarh,2003,Burglary,17
Chandigarh,2003,Thefts,56
Chandigarh,2003,Extortion,11
Chandigarh,2003,Riots,19
Chandigarh,2003,Arson,0
Chandigarh,2003,Criminal Breach Of Trust,14
Chandigarh,2003,Cheating,22
Chandigarh,2003,Counter Feiting,0
Chandigarh,2003,Dowry Deaths,17
Chandigarh,2003,Molestation,0
Chandigarh,2003,Eve-Teasing,3
Chandigarh,2003,Cruelty By Husband Or Relative Of Husband,7
Chandigarh,2003,Other Ipc Crimes,0
Chandigarh,2004,Murder,63
Chandigarh,2004,Attempt To Commit Murder,19
Chandigarh,2004,C.H. Not Amounting To Murder,9
Chandigarh,2004,Rape,16
Chandigarh,2004,Kidnapping And Abduction,14
Chandigarh,2004,Dacoity,18
Chandigarh,2004,Prep. And Assembly For Dacoity,8
Chandigarh,2004,Robbery,22
Chandigarh,2004,Burglary,36
Chandigarh,2004,Thefts,79
Chandigarh,2004,Extortion,0
Chandigarh,2004,Riots,21
Chandigarh,2004,Arson,0
Chandigarh,2004,Criminal Breach Of Trust,13
Chandigarh,2004,Cheating,21
Chandigarh,2004,Counter Feiting,0
Chandigarh,2004,Dowry Deaths,5
Chandigarh,2004,Molestation,0
Chandigarh,2004,Eve-Teasing,2
Chandigarh,2004,Cruelty By Husband Or Relative Of Husband,8
Chandigarh,2004,Other Ipc Crimes,14
Chandigarh,2005,Murder,58
Chandigarh,2005,Attempt To Commit Murder,22
Chandigarh,2005,C.H. Not Amounting To Murder,17
Chandigarh,2005,Rape,16
Chandigarh,2005,Kidnapping And Abduction,11
Chandigarh,2005,Dacoity,21
Chandigarh,2005,Prep. And Assembly For Dacoity,9
Chandigarh,2005,Robbery,10
Chandigarh,2005,Burglary,20
Chandigarh,2005,Thefts,51
Chandigarh,2005,Extortion,0
Chandigarh,2005,Riots,23
Chandigarh,2005,Arson,0
Chandigarh,2005,Criminal Breach Of Trust,14
Chandigarh,2005,Cheating,13
Chandigarh,2005,Counter Feiting,0
Chandigarh,2005,Dowry Deaths,0
Chandigarh,2005,Molestation,0
Chandigarh,2005,Eve-Teasing,0
Chandigarh,2005,Cruelty By Husband Or Relative Of Husband,11
Chandigarh,2005,Other Ipc Crimes,0
Chandigarh,2006,Murder,56
Chandigarh,2006,Attempt To Commit Murder,27
Chandigarh,2006,C.H. Not Amounting To Murder,13
Chandigarh,2006,Rape,16
Chandigarh,2006,Kidnapping And Abduction,14
Chandigarh,2006,Dacoity,9
Chandigarh,2006,Prep. And Assembly For Dacoity,13
Chandigarh,2006,Robbery,16
Chandigarh,2006,Burglary,8
Chandigarh,2006,Thefts,53
Chandigarh,2006,Extortion,0
Chandigarh,2006,Riots,9
Chandigarh,2006,Arson,2
Chandigarh,2006,Criminal Breach Of Trust,11
Chandigarh,2006,Cheating,10
Chandigarh,2006,Counter Feiting,3
Chandigarh,2006,Dowry Deaths,2
Chandigarh,2006,Molestation,0
Chandigarh,2006,Eve-Teasing,0
Chandigarh,2006,Cruelty By Husband Or Relative Of Husband,8
Chandigarh,2006,Other Ipc Crimes,4
Chandigarh,2007,Murder,39
Chandigarh,2007,Attempt To Commit Murder,17
Chandigarh,2007,C.H. Not Amounting To Murder,17
Chandigarh,2007,Rape,18
Chandigarh,2007,Kidnapping And Abduction,15
Chandigarh,2007,Dacoity,15
Chandigarh,2007,Prep. And Assembly For Dacoity,9
Chandigarh,2007,Robbery,18
Chandigarh,2007,Burglary,12
Chandigarh,2007,Thefts,54
Chandigarh,2007,Extortion,12
Chandigarh,2007,Riots,16
Chandigarh,2007,Arson,0
Chandigarh,2007,Criminal Breach Of Trust,16
Chandigarh,2007,Cheating,17
Chandigarh,2007,Counter Feiting,0
Chandigarh,2007,Dowry Deaths,10
Chandigarh,2007,Molestation,0
Chandigarh,2007,Eve-Teasing,9
Chandigarh,2007,Cruelty By Husband Or Relative Of Husband,8
Chandigarh,2007,Other Ipc Crimes,0
Chandigarh,2008,Murder,42
Chandigarh,2008,Attempt To Commit Murder,19
Chandigarh,2008,C.H. Not Amounting To Murder,7
Chandigarh,2008,Rape,36
Chandigarh,2008,Kidnapping And Abduction,10
Chandigarh,2008,Dacoity,3
Chandigarh,2008,Prep. And Assembly For Dacoity,0
Chandigarh,2008,Robbery,13
Chandigarh,2008,Burglary,10
Chandigarh,2008,Thefts,70
Chandigarh,2008,Extortion,0
Chandigarh,2008,Riots,9
Chandigarh,2008,Arson,0
Chandigarh,2008,Criminal Breach Of Trust,10
Chandigarh,2008,Cheating,9
Chandigarh,2008,Counter Feiting,0
Chandigarh,2008,Dowry Deaths,7
Chandigarh,2008,Molestation,0
Chandigarh,2008,Eve-Teasing,2
Chandigarh,2008,Cruelty By Husband Or Relative Of Husband,6
Chandigarh,2008,Other Ipc Crimes,0
Chandigarh,2009,Murder,62
Chandigarh,2009,Attempt To Commit Murder,27
Chandigarh,2009,C.H. Not Amounting To Murder,22
Chandigarh,2009,Rape,36
Chandigarh,2009,Kidnapping And Abduction,11
Chandigarh,2009,Dacoity,7
Chandigarh,2009,Prep. And Assembly For Dacoity,10
Chandigarh,2009,Robbery,21
Chandigarh,2009,Burglary,11
Chandigarh,2009,Thefts,75
Chandigarh,2009,Extortion,0
Chandigarh,2009,Riots,9
Chandigarh,2009,Arson,0
Chandigarh,2009,Criminal Breach Of Trust,7
Chandigarh,2009,Cheating,8
Chandigarh,2009,Counter Feiting,4
Chandigarh,2009,Dowry Deaths,0
Chandigarh,2009,Molestation,0
Chandigarh,2009,Eve-Teasing,0
Chandigarh,2009,Cruelty By Husband Or Relative Of Husband,6
Chandigarh,2009,Other Ipc Crimes,0
Chandigarh,2010,Murder,61
Chandigarh,2010,Attempt To Commit Murder,30
Chandigarh,2010,C.H. Not Amounting To Murder,24
Chandigarh,2010,Rape,36
Chandigarh,2010,Kidnapping And Abduction,12
Chandigarh,2010,Dacoity,10
Chandigarh,2010,Prep. And Assembly For Dacoity,5
Chandigarh,2010,Robbery,18
Chandigarh,2010,Burglary,17
Chandigarh,2010,Thefts,63
Chandigarh,2010,Extortion,0
Chandigarh,2010,Riots,16
Chandigarh,2010,Arson,1
Chandigarh,2010,Criminal Breach Of Trust,16
Chandigarh,2010,Cheating,13
Chandigarh,2010,Counter Feiting,3
Chandigarh,2010,Dowry Deaths,0
Chandigarh,2010,Molestation,0
Chandigarh,2010,Eve-Teasing,0
Chandigarh,2010,Cruelty By Husband Or Relative Of Husband,10
Chandigarh,2010,Other Ipc Crimes,0
Chandigarh,2011,Murder,64
Chandigarh,2011,Attempt To Commit Murder,22
Chandigarh,2011,C.H. Not Amounting To Murder,12
Chandigarh,2011,Rape,30
Chandigarh,2011,Kidnapping And Abduction,17
Chandigarh,2011,Dacoity,12
Chandigarh,2011,Prep. And Assembly For Dacoity,7
Chandigarh,2011,Robbery,13
Chandigarh,2011,Burglary,17
Chandigarh,2011,Thefts,66
Chandigarh,2011,Extortion,0
Chandigarh,2011,Riots,15
Chandigarh,2011,Arson,0
Chandigarh,2011,Criminal Breach Of Trust,15
Chandigarh,2011,Cheating,12
Chandigarh,2011,Counter Feiting,2
Chandigarh,2011,Dowry Deaths,0
Chandigarh,2011,Molestation,0
Chandigarh,2011,Eve-Teasing,0
Chandigarh,2011,Cruelty By Husband Or Relative Of Husband,14
Chandigarh,2011,Other Ipc Crimes,0
Chandigarh,2012,Murder,65
Chandigarh,2012,Attempt To Commit Murder,33
Chandigarh,2012,C.H. Not Amounting To Murder,19
Chandigarh,2012,Rape,31
Chandigarh,2012,Kidnapping And Abduction,18
Chandigarh,2012,Dacoity,16
Chandigarh,2012,Prep. And Assembly For Dacoity,16
Chandigarh,2012,Robbery,15
Chandigarh,2012,Burglary,29
Chandigarh,2012,Thefts,81
Chandigarh,2012,Extortion,2
Chandigarh,2012,Riots,6
Chandigarh,2012,Arson,0
Chandigarh,2012,Criminal Breach Of Trust,10
Chandigarh,2012,Cheating,16
Chandigarh,2012,Counter Feiting,0
Chandigarh,2012,Dowry Deaths,15
Chandigarh,2012,Molestation,9
Chandigarh,2012,Eve-Teasing,4
Chandigarh,2012,Cruelty By Husband Or Relative Of Husband,12
Chandigarh,2012,Other Ipc Crimes,0
D & N Haveli,2001,Murder,12
D & N Haveli,2001,Attempt To Commit Murder,17
D & N Haveli,2001,C.H. Not Amounting To Murder,14
D & N Haveli,2001,Rape,23
D & N Haveli,2001,Kidnapping And Abduction,0
D & N Haveli,2001,Dacoity,0
D & N Haveli,2001,Prep. And Assembly For Dacoity,0
D & N Haveli,2001,Robbery,0
D & N Haveli,2001,Burglary,0
D & N Haveli,2001,Thefts,44
D & N Haveli,2001,Extortion,0
D & N Haveli,2001,Riots,4
D & N Haveli,2001,Arson,0
D & N Haveli,2001,Criminal Breach Of Trust,0
D & N Haveli,2001,Cheating,0
D & N Haveli,2001,Counter Feiting,0
D & N Haveli,2001,Dowry Deaths,0
D & N Haveli,2001,Molestation,0
D & N Haveli,2001,Eve-Teasing,0
D & N Haveli,2001,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2001,Other Ipc Crimes,18
D & N Haveli,2002,Murder,30
D & N Haveli,2002,Attempt To Commit Murder,27
D & N Haveli,2002,C.H. Not Amounting To Murder,15
D & N Haveli,2002,Rape,0
D & N Haveli,2002,Kidnapping And Abduction,25
D & N Haveli,2002,Dacoity,0
D & N Haveli,2002,Prep. And Assembly For Dacoity,0
D & N Haveli,2002,Robbery,0
D & N Haveli,2002,Burglary,0
D & N Haveli,2002,Thefts,0
D & N Haveli,2002,Extortion,30
D & N Haveli,2002,Riots,15
D & N Haveli,2002,Arson,0
D & N Haveli,2002,Criminal Breach Of Trust,0
D & N Haveli,2002,Cheating,0
D & N Haveli,2002,Counter Feiting,0
D & N Haveli,2002,Dowry Deaths,0
D & N Haveli,2002,Molestation,0
D & N Haveli,2002,Eve-Teasing,0
D & N Haveli,2002,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2002,Other Ipc Crimes,5
D & N Haveli,2003,Murder,30
D & N Haveli,2003,Attempt To Commit Murder,30
D & N Haveli,2003,C.H. Not Amounting To Murder,30
D & N Haveli,2003,Rape,0
D & N Haveli,2003,Kidnapping And Abduction,40
D & N Haveli,2003,Dacoity,0
D & N Haveli,2003,Prep. And Assembly For Dacoity,0
D & N Haveli,2003,Robbery,0
D & N Haveli,2003,Burglary,0
D & N Haveli,2003,Thefts,15
D & N Haveli,2003,Extortion,0
D & N Haveli,2003,Riots,12
D & N Haveli,2003,Arson,0
D & N Haveli,2003,Criminal Breach Of Trust,0
D & N Haveli,2003,Cheating,0
D & N Haveli,2003,Counter Feiting,0
D & N Haveli,2003,Dowry Deaths,0
D & N Haveli,2003,Molestation,0
D & N Haveli,2003,Eve-Teasing,0
D & N Haveli,2003,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2003,Other Ipc Crimes,15
D & N Haveli,2004,Murder,10
D & N Haveli,2004,Attempt To Commit Murder,5
D & N Haveli,2004,C.H. Not Amounting To Murder,0
D & N Haveli,2004,Rape,5
D & N Haveli,2004,Kidnapping And Abduction,0
D & N Haveli,2004,Dacoity,0
D & N Haveli,2004,Prep. And Assembly For Dacoity,0
D & N Haveli,2004,Robbery,0
D & N Haveli,2004,Burglary,0
D & N Haveli,2004,Thefts,10
D & N Haveli,2004,Extortion,0
D & N Haveli,2004,Riots,0
D & N Haveli,2004,Arson,0
D & N Haveli,2004,Criminal Breach Of Trust,0
D & N Haveli,2004,Cheating,0
D & N Haveli,2004,Counter Feiting,0
D & N Haveli,2004,Dowry Deaths,0
D & N Haveli,2004,Molestation,0
D & N Haveli,2004,Eve-Teasing,0
D & N Haveli,2004,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2004,Other Ipc Crimes,0
D & N Haveli,2005,Murder,8
D & N Haveli,2005,Attempt To Commit Murder,8
D & N Haveli,2005,C.H. Not Amounting To Murder,0
D & N Haveli,2005,Rape,2
D & N Haveli,2005,Kidnapping And Abduction,0
D & N Haveli,2005,Dacoity,0
D & N Haveli,2005,Prep. And Assembly For Dacoity,0
D & N Haveli,2005,Robbery,0
D & N Haveli,2005,Burglary,0
D & N Haveli,2005,Thefts,11
D & N Haveli,2005,Extortion,0
D & N Haveli,2005,Riots,0
D & N Haveli,2005,Arson,0
D & N Haveli,2005,Criminal Breach Of Trust,0
D & N Haveli,2005,Cheating,0
D & N Haveli,2005,Counter Feiting,0
D & N Haveli,2005,Dowry Deaths,0
D & N Haveli,2005,Molestation,0
D & N Haveli,2005,Eve-Teasing,0
D & N Haveli,2005,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2005,Other Ipc Crimes,0
D & N Haveli,2006,Murder,7
D & N Haveli,2006,Attempt To Commit Murder,8
D & N Haveli,2006,C.H. Not Amounting To Murder,3
D & N Haveli,2006,Rape,3
D & N Haveli,2006,Kidnapping And Abduction,0
D & N Haveli,2006,Dacoity,0
D & N Haveli,2006,Prep. And Assembly For Dacoity,2
D & N Haveli,2006,Robbery,0
D & N Haveli,2006,Burglary,0
D & N Haveli,2006,Thefts,4
D & N Haveli,2006,Extortion,0
D & N Haveli,2006,Riots,0
D & N Haveli,2006,Arson,0
D & N Haveli,2006,Criminal Breach Of Trust,1
D & N Haveli,2006,Cheating,0
D & N Haveli,2006,Counter Feiting,0
D & N Haveli,2006,Dowry Deaths,0
D & N Haveli,2006,Molestation,0
D & N Haveli,2006,Eve-Teasing,0
D & N Haveli,2006,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2006,Other Ipc Crimes,5
D & N Haveli,2007,Murder,5
D & N Haveli,2007,Attempt To Commit Murder,1
D & N Haveli,2007,C.H. Not Amounting To Murder,2
D & N Haveli,2007,Rape,2
D & N Haveli,2007,Kidnapping And Abduction,0
D & N Haveli,2007,Dacoity,6
D & N Haveli,2007,Prep. And Assembly For Dacoity,0
D & N Haveli,2007,Robbery,2
D & N Haveli,2007,Burglary,0
D & N Haveli,2007,Thefts,9
D & N Haveli,2007,Extortion,0
D & N Haveli,2007,Riots,1
D & N Haveli,2007,Arson,0
D & N Haveli,2007,Criminal Breach Of Trust,0
D & N Haveli,2007,Cheating,0
D & N Haveli,2007,Counter Feiting,0
D & N Haveli,2007,Dowry Deaths,0
D & N Haveli,2007,Molestation,0
D & N Haveli,2007,Eve-Teasing,0
D & N Haveli,2007,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2007,Other Ipc Crimes,0
D & N Haveli,2008,Murder,3
D & N Haveli,2008,Attempt To Commit Murder,3
D & N Haveli,2008,C.H. Not Amounting To Murder,4
D & N Haveli,2008,Rape,3
D & N Haveli,2008,Kidnapping And Abduction,3
D & N Haveli,2008,Dacoity,5
D & N Haveli,2008,Prep. And Assembly For Dacoity,3
D & N Haveli,2008,Robbery,3
D & N Haveli,2008,Burglary,2
D & N Haveli,2008,Thefts,2
D & N Haveli,2008,Extortion,0
D & N Haveli,2008,Riots,0
D & N Haveli,2008,Arson,2
D & N Haveli,2008,Criminal Breach Of Trust,0
D & N Haveli,2008,Cheating,1
D & N Haveli,2008,Counter Feiting,0
D & N Haveli,2008,Dowry Deaths,0
D & N Haveli,2008,Molestation,0
D & N Haveli,2008,Eve-Teasing,0
D & N Haveli,2008,Cruelty By Husband Or Relative Of Husband,1
D & N Haveli,2008,Other Ipc Crimes,0
D & N Haveli,2009,Murder,12
D & N Haveli,2009,Attempt To Commit Murder,2
D & N Haveli,2009,C.H. Not Amounting To Murder,2
D & N Haveli,2009,Rape,8
D & N Haveli,2009,Kidnapping And Abduction,2
D & N Haveli,2009,Dacoity,16
D & N Haveli,2009,Prep. And Assembly For Dacoity,0
D & N Haveli,2009,Robbery,0
D & N Haveli,2009,Burglary,0
D & N Haveli,2009,Thefts,7
D & N Haveli,2009,Extortion,0
D & N Haveli,2009,Riots,0
D & N Haveli,2009,Arson,3
D & N Haveli,2009,Criminal Breach Of Trust,0
D & N Haveli,2009,Cheating,0
D & N Haveli,2009,Counter Feiting,0
D & N Haveli,2009,Dowry Deaths,0
D & N Haveli,2009,Molestation,0
D & N Haveli,2009,Eve-Teasing,0
D & N Haveli,2009,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2009,Other Ipc Crimes,0
D & N Haveli,2010,Murder,4
D & N Haveli,2010,Attempt To Commit Murder,5
D & N Haveli,2010,C.H. Not Amounting To Murder,4
D & N Haveli,2010,Rape,4
D & N Haveli,2010,Kidnapping And Abduction,4
D & N Haveli,2010,Dacoity,6
D & N Haveli,2010,Prep. And Assembly For Dacoity,3
D & N Haveli,2010,Robbery,3
D & N Haveli,2010,Burglary,2
D & N Haveli,2010,Thefts,3
D & N Haveli,2010,Extortion,0
D & N Haveli,2010,Riots,0
D & N Haveli,2010,Arson,2
D & N Haveli,2010,Criminal Breach Of Trust,0
D & N Haveli,2010,Cheating,1
D & N Haveli,2010,Counter Feiting,0
D & N Haveli,2010,Dowry Deaths,0
D & N Haveli,2010,Molestation,0
D & N Haveli,2010,Eve-Teasing,0
D & N Haveli,2010,Cruelty By Husband Or Relative Of Husband,1
D & N Haveli,2010,Other Ipc Crimes,0
D & N Haveli,2011,Murder,8
D & N Haveli,2011,Attempt To Commit Murder,3
D & N Haveli,2011,C.H. Not Amounting To Murder,1
D & N Haveli,2011,Rape,2
D & N Haveli,2011,Kidnapping And Abduction,1
D & N Haveli,2011,Dacoity,2
D & N Haveli,2011,Prep. And Assembly For Dacoity,0
D & N Haveli,2011,Robbery,1
D & N Haveli,2011,Burglary,0
D & N Haveli,2011,Thefts,1
D & N Haveli,2011,Extortion,2
D & N Haveli,2011,Riots,0
D & N Haveli,2011,Arson,0
D & N Haveli,2011,Criminal Breach Of Trust,0
D & N Haveli,2011,Cheating,1
D & N Haveli,2011,Counter Feiting,0
D & N Haveli,2011,Dowry Deaths,0
D & N Haveli,2011,Molestation,0
D & N Haveli,2011,Eve-Teasing,0
D & N Haveli,2011,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2011,Other Ipc Crimes,0
D & N Haveli,2012,Murder,7
D & N Haveli,2012,Attempt To Commit Murder,2
D & N Haveli,2012,C.H. Not Amounting To Murder,1
D & N Haveli,2012,Rape,5
D & N Haveli,2012,Kidnapping And Abduction,0
D & N Haveli,2012,Dacoity,3
D & N Haveli,2012,Prep. And Assembly For Dacoity,3
D & N Haveli,2012,Robbery,4
D & N Haveli,2012,Burglary,1
D & N Haveli,2012,Thefts,5
D & N Haveli,2012,Extortion,0
D & N Haveli,2012,Riots,0
D & N Haveli,2012,Arson,0
D & N Haveli,2012,Criminal Breach Of Trust,0
D & N Haveli,2012,Cheating,3
D & N Haveli,2012,Counter Feiting,0
D & N Haveli,2012,Dowry Deaths,0
D & N Haveli,2012,Molestation,0
D & N Haveli,2012,Eve-Teasing,0
D & N Haveli,2012,Cruelty By Husband Or Relative Of Husband,0
D & N Haveli,2012,Other Ipc Crimes,0
Daman & Diu,2001,Murder,2
Daman & Diu,2001,Attempt To Commit Murder,0
Daman & Diu,2001,C.H. Not Amounting To Murder,1
Daman & Diu,2001,Rape,0
Daman & Diu,2001,Kidnapping And Abduction,1
Daman & Diu,2001,Dacoity,0
Daman & Diu,2001,Prep. And Assembly For Dacoity,0
Daman & Diu,2001,Robbery,6
Daman & Diu,2001,Burglary,0
Daman & Diu,2001,Thefts,8
Daman & Diu,2001,Extortion,0
Daman & Diu,2001,Riots,0
Daman & Diu,2001,Arson,0
Daman & Diu,2001,Criminal Breach Of Trust,0
Daman & Diu,2001,Cheating,0
Daman & Diu,2001,Counter Feiting,0
Daman & Diu,2001,Dowry Deaths,0
Daman & Diu,2001,Molestation,0
Daman & Diu,2001,Eve-Teasing,0
Daman & Diu,2001,Cruelty By Husband Or Relative Of Husband,0
Daman & Diu,2001,Other Ipc Crimes,0
Daman & Diu,2002,Murder,3
Daman & Diu,2002,Attempt To Commit Murder,0
Daman & Diu,2002,C.H. Not Amounting To Murder,0
Daman & Diu,2002,Rape,0
Daman & Diu,2002,Kidnapping And Abduction,1
Daman & Diu,2002,Dacoity,0
Daman & Diu,2002,Prep. And Assembly For Dacoity,0
Daman & Diu,2002,Robbery,0
Daman & Diu,2002,Burglary,0
Daman & Diu,2002,Thefts,14
Daman & Diu,2002,Extortion,0
Daman & Diu,2002,Riots,0
Daman & Diu,2002,Arson,0
Daman & Diu,2002,Criminal Breach Of Trust,0
Daman & Diu,2002,Cheating,0
Daman & Diu,2002,Counter Feiting,0
Daman & Diu,2002,Dowry Deaths,0
Daman & Diu,2002,Molestation,0
Daman & Diu,2002,Eve-Teasing,0
Daman & Diu,2002,Cruelty By Husband Or Relative Of Husband,0
Daman & Diu,2002,Other Ipc Crimes,1
Daman & Diu,2003,Murder,0
Daman & Diu,2003,Attempt To Commit Murder,0
Daman & Diu,2003,C.H. Not Amounting To Murder,0
Daman & Diu,2003,Rape,0
Daman & Diu,2003,Kidnapping And Abduction,1
Daman & Diu,2003,Dacoity,0
Daman & Diu,2003,Prep. And Assembly For Dacoity,0
Daman & Diu,2003,Robbery,15
Daman & Diu,2003,Burglary,0
Daman & Diu,2003,Thefts,3
Daman & Diu,2003,Extortion,0
Daman & Diu,2003,Riots,0
Daman & Diu,2003,Arson,0
Daman & Diu,2003,Criminal Breach Of Trust,0
Daman & Diu,2003,Cheating,1
Daman & Diu,2003,Counter Feiting,0
Daman & Diu,2003,Dowry Deaths,0
Daman & Diu,2003,Molestation,0
Daman & Diu,2003,Eve-Teasing,0
Daman & Diu,2003,Cruelty By Husband Or Relative Of Husband,0
Daman & Diu,2003,Other Ipc Crimes,0
Daman & Diu,2004,Murder,9
Daman & Diu,2004,Attempt To Commit Murder,0
Daman & Diu,2004,C.H. Not Amounting To Murder,0
Daman & Diu,2004,Rape,1
Daman & Diu,2004,Kidnapping And Abduction,1
Daman & Diu,2004,Dacoity,0
Daman & Diu,2004,Prep. And Assembly For Dacoity,0
Daman & Diu,2004,Robbery,7
Daman & Diu,2004,Burglary,0
Daman & Diu,2004,Thefts,0
Daman & Diu,2004,Extortion,0
Daman & Diu,2004,Riots,0
Daman & Diu,2004,Arson,0
Daman & Diu,2004,Criminal Breach Of Trust,0
Daman & Diu,2004,Cheating,0
Daman & Diu,2004,Counter Feiting,0
Daman & Diu,2004,Dowry Deaths,0
Daman & Diu,2004,Molestation,0
Daman & Diu,2004,Eve-Teasing,0
Daman & Diu,2004,Cruelty By Husband Or Relative Of Husband,1
Daman & Diu,2004,Other Ipc Crimes,0
Daman & Diu,2005,Murder,10
Daman & Diu,2005,Attempt To Commit Murder,0
Daman & Diu,2005,C.H. Not Amounting To Murder,0
Daman & Diu,2005,Rape,0
Daman & Diu,2005,Kidnapping And Abduction,0
Daman & Diu,2005,Dacoity,0
Daman & Diu,2005,Prep. And Assembly For Dacoity,0
Daman & Diu,2005,Robbery,5
Daman & Diu,2005,Burglary,2
Daman & Diu,2005,Thefts,0
Daman & Diu,2005,Extortion,0
Daman & Diu,2005,Riots,0
Daman & Diu,2005,Arson,0
Daman & Diu,2005,Criminal Breach Of Trust,0
Daman & Diu,2005,Cheating,0
Daman & Diu,2005,Counter Feiting,0
Daman & Diu,2005,Dowry Deaths,0
Daman & Diu,2005,Molestation,0
Daman & Diu,2005,Eve-Teasing,0
Daman & Diu,2005,Cruelty By Husband Or Relative Of Husband,0
Daman & Diu,2005,Other Ipc Crimes,0
Daman & Diu,2006,Murder,1
Daman & Diu,2006,Attempt To Commit Murder,0
Daman & Diu,2006,C.H. Not Amounting To Murder,0
